연번,업종명,업소명,소     재     지,전화번호
296,일반음식점,충대상근이돈가스앤불백, 청주시 흥덕구 사직대로62번길 5  1층 (복대동),
297,일반음식점,BHC(비에이치씨)치킨 가경강서점, 청주시 흥덕구 서현중로 54  상가동 1층 104호 (가경동  가로수마을 선광로즈웰),
298,일반음식점,썸, 청주시 흥덕구 짐대로 58  3층 303호 (복대동  퓨전보보스빌딩),
299,일반음식점,엄마손감자탕, 청주시 흥덕구 오송읍 연제길 16-19  1층,
300,일반음식점,24시명장복국, 청주시 흥덕구 2순환로 1072  1층 (비하동),
301,일반음식점,맘스터치 가경점, 청주시 흥덕구 서부로 1307  1층 104 105호 (가경동  미젼빌딩),
302,일반음식점,바보스, 청주시 흥덕구 비하로 44  1층 (비하동),
303,일반음식점,종로맥가, 청주시 흥덕구 백봉로 193  1층 (봉명동),
304,일반음식점,옥탑방오봉자 강서점, 청주시 흥덕구 강서로 110  1층 103호 (강서동),
305,일반음식점,두끼지웰시티점, 청주시 흥덕구 대농로 47  2층 202호 (복대동  흥복 드림몰),
306,일반음식점,명가춘천닭갈비, 청주시 흥덕구 덕암로6번길 99  1층 (봉명동),
307,일반음식점,닭발매니아, 청주시 흥덕구 가로수로1164번길 38-7  1층 (강서동),
308,일반음식점,백로식당 하복대점, 청주시 흥덕구 2순환로1167번길 4  1층 109호 (복대동  호인리더스빌딩),
309,일반음식점,웅배스시, 청주시 흥덕구 풍년로 164-2  1층 (가경동),
310,일반음식점,다카라함바그, 청주시 흥덕구 직지대로 308  지하1층 (복대동  현대백화점충청점),
311,일반음식점,디네로, 청주시 흥덕구 2순환로1261번길 26  4층 (가경동),
312,일반음식점,한솥도시락 청주지웰시티점, 청주시 흥덕구 대농로 49  103호 (복대동  에스와이스타몰 에이동),
313,일반음식점,회뜨는포차, 청주시 흥덕구 대신로73번길 49  1층 (복대동),
314,일반음식점,자매김밥, 청주시 흥덕구 풍산로128번길 26-1  1층 (복대동),
315,일반음식점,WITH U 호프(위드유호프), 청주시 흥덕구 진재로23번길 25  2층 (복대동),
316,일반음식점,컵오브커피 오송연제리점, 청주시 흥덕구 오송읍 연제길 3  1층 (주건축물제1동),
317,일반음식점,셰프의국수N(앤)육개장 청주오송점, 청주시 흥덕구 오송읍 오송생명3로 31  1층 103호 (두산위브센티움판매시설),
318,일반음식점,설한정식, 청주시 흥덕구 강내면 태성탑연로 437  가동 1층,
319,일반음식점,파닭에 파무쳐&옛날통닭, 청주시 흥덕구 오송읍 오송생명5로 184-12  1층 104호,
320,일반음식점,비하동 매일통닭, 청주시 흥덕구 비하로 28  1층 (비하동),
321,일반음식점,신포차, 청주시 흥덕구 2순환로1050번길 24  2동 1층 10호 (비하동  효성2차아파트),
322,일반음식점,깡면, 청주시 흥덕구 진재로 101  1층 (복대동),
323,일반음식점,이화수육개장 강서점, 청주시 흥덕구 강서로 110  1층 101 102호 (강서동),
324,일반음식점,적쇠한상불고기가경점, 청주시 흥덕구 풍산로33번길 38-9  1층 (가경동),
325,일반음식점,루엔타이, 청주시 흥덕구 직지대로 308  6층 (복대동  현대백화점충청점),
326,일반음식점,김여사칼국수, 청주시 흥덕구 가경로161번길 15-5  1층 (가경동),
327,일반음식점,골목회포차, 청주시 흥덕구 진재로23번길 18-5  1층 (복대동),
328,일반음식점,봉자언니, 청주시 흥덕구 덕암로24번길 42-6  1층 (봉명동),
329,일반음식점,7호통닭, 청주시 흥덕구 풍년로 114-1  1층 (가경동),
330,일반음식점,THE밥S(더밥스), 청주시 흥덕구 월명로13번길 87  1층 (복대동),
331,일반음식점,별밤, 청주시 흥덕구 덕암로 45  2층 (봉명동),
332,일반음식점,꽃빙, 청주시 흥덕구 사운로 273  2층 (운천동  세원아파트상가),
333,일반음식점,진미가효(수육국밥), 청주시 흥덕구 대농로 68  1층 102호 (복대동),
334,일반음식점,공닭, 청주시 흥덕구 풍산로25번길 53  1층 (가경동),
335,일반음식점,비하동해물포차, 청주시 흥덕구 비하로 19  1층 (비하동),
336,일반음식점,만나세, 청주시 흥덕구 서현중로32번길 3  1층 (가경동),
337,일반음식점,+91(플러스 91), 청주시 흥덕구 신율로103번길 14  1층 (복대동),
338,일반음식점,봉명동내카페, 청주시 흥덕구 사직대로81번길 39  1층 (봉명동),
339,일반음식점,옆집누나, 청주시 흥덕구 풍년로160번길 3  2층 (가경동),
340,일반음식점,S(에스), 청주시 흥덕구 강서로 119  2층 (강서동),
341,일반음식점,두꺼비네, 청주시 흥덕구 비하로 17  1층 (비하동),
342,일반음식점,야시락 (봉명점), 청주시 흥덕구 월명로 150  1층 (봉명동),
343,일반음식점,금빛나막스, 청주시 흥덕구 진재로 109  101호 (복대동),
344,일반음식점,이쉐프참치두툼막회, 청주시 흥덕구 복대로 94  108 109호 (복대동  형석아파트 상가동),
345,일반음식점,지코바양념치킨(운천점), 청주시 흥덕구 직지대로747번길 77  1층 (운천동),
346,일반음식점,핫업, 청주시 흥덕구 비하로42번길 2  1층 (비하동),
347,일반음식점,민들레, 청주시 흥덕구 풍년로172번길 19  1층 (가경동),
348,일반음식점,만해, 청주시 흥덕구 가로수로1164번길 26-10  1층 (강서동),
349,일반음식점,미가푸드, 청주시 흥덕구 월명로 212  2층 H201 I201호 (봉명동  청주파비뇽아울렛가동 ),
350,일반음식점,지엘호프, 청주시 흥덕구 진재로 109  5층 (복대동),
351,일반음식점,올래, 청주시 흥덕구 풍산로25번길 22  1층 (가경동),
352,일반음식점,맛잇겟쥬, 청주시 흥덕구 봉명로205번길 52  1층 (봉명동),
353,일반음식점,펠리즈(feliz), 청주시 흥덕구 풍산로 36  1층 (가경동),
354,일반음식점,삼창수산(민물장어)셀프매장(장어만세), 청주시 흥덕구 대신로 62  1층 (복대동),
355,일반음식점,아현참숯양꼬치, 청주시 흥덕구 월명로178번길 33  1층 (봉명동),
356,일반음식점,충만치킨, 청주시 흥덕구 서현동로 21  203 204호 (강서동),
357,일반음식점,오송순대국밥, 청주시 흥덕구 오송읍 미호천길 1030  1층,
358,일반음식점,이준경의밸런스, 청주시 흥덕구 대농로 43  신영지웰시티 1차 상업시설동 지하1층 B37호 (복대동),
359,일반음식점,주민상회, 청주시 흥덕구 사운로 330  1층 (신봉동),
360,일반음식점,오군닭발통닭, 청주시 흥덕구 서현중로 58  1층 (강서동),
361,일반음식점,그랑카페, 청주시 흥덕구 봉명로227번길 6  1층 (봉명동),
362,일반음식점,쌀통닭(비하점), 청주시 흥덕구 비하로 26  1층 (비하동),
363,일반음식점,맘스터치지웰시티, 청주시 흥덕구 대농로 68  1층 104호 (복대동),
364,일반음식점,식욕(SIK YORK), 청주시 흥덕구 진재로23번길 5  1층 (복대동),
365,일반음식점,짬뽕파이터, 청주시 흥덕구 오송읍 만수길 37-12  1층 (주건축물제1동),
366,일반음식점,금성식당, 청주시 흥덕구 강서로 77  1층 (강서동),
367,일반음식점,맥쓰((MEXX)청주강서점), 청주시 흥덕구 강서로 110  109호 (강서동),
368,일반음식점,장터열통닭, 청주시 흥덕구 성봉로 307  1층 (복대동),
369,일반음식점,백채김치찌개, 청주시 흥덕구 풍산로25번길 12  1층 (가경동),
370,일반음식점,골목대장몽실이비어, 청주시 흥덕구 봉명로 159  2층 (봉명동),
371,일반음식점,참좋은식당, 청주시 흥덕구 가경로161번길 15-10  1층 (가경동),
372,일반음식점,인호네신닭발&통닭, 청주시 흥덕구 가경로 177-3  1층 (가경동),
373,일반음식점,굽네치킨 가경점, 청주시 흥덕구 경산로 28  1층 (가경동),
374,일반음식점,무심천, 청주시 흥덕구 서현중로31번길 11  1층 (가경동),
375,일반음식점,장모님삼계탕, 청주시 흥덕구 서현서로25번길 1  1층 (가경동),
376,일반음식점,안동본가국밥 복대점, 청주시 흥덕구 대신로 16  1층 (복대동),
377,일반음식점,진국고기국수, 청주시 흥덕구 2순환로1168번길 24  1층 (비하동),
378,일반음식점,노가리비어(강서1호점), 청주시 흥덕구 서현동로 21  1층 101호 (강서동),
379,일반음식점,대덕한식뷔페, 청주시 흥덕구 강내면 탑연1길 11-10  1층,
380,일반음식점,청춘스토리, 청주시 흥덕구 오송읍 오송생명5로 267-3  1층,
381,일반음식점,오빠가구운돼지, 청주시 흥덕구 과상미로 18  1층 (봉명동),
382,일반음식점,59알의원두, 청주시 흥덕구 무심서로 665  1층 (운천동),
383,일반음식점,고(GO)칼로리, 청주시 흥덕구 사운로 239  1층 (운천동),
384,일반음식점,원, 청주시 흥덕구 오송읍 오송생명로 206-13  4층,
385,일반음식점,1004 호프, 청주시 흥덕구 덕암로114번길 33  102호 (봉명동),
386,일반음식점,투존치킨봉명점, 청주시 흥덕구 직지대로639번길 31  1층 (봉명동),
387,일반음식점,마당돌판삼겹살, 청주시 흥덕구 덕암로24번길 37  1층 (봉명동),
388,일반음식점,도감식당, 청주시 흥덕구 덕암로114번길 82  1층 (봉명동),
389,일반음식점,용우동 강서점, 청주시 흥덕구 서현동로 4  1층 102호 (가경동),
390,일반음식점,오늘 하루, 청주시 흥덕구 서현중로 60-1  1층 103  104호 (강서동),
391,일반음식점,the mom두(더맘두), 청주시 흥덕구 흥덕로151번길 47  1층 (운천동),
392,일반음식점,도리꾸미, 청주시 흥덕구 진재로109번길 15  1층 (복대동),
393,일반음식점,빅스타피자(Bigstar pizza) 강서점, 청주시 흥덕구 가로수로1164번길 14  1층 (강서동),
394,일반음식점,가을푸드, 청주시 흥덕구 복대로158번길 23  1층 (복대동),
395,일반음식점,신참떡볶이(청주복대점), 청주시 흥덕구 짐대로 20  101호 (복대동  세원테마빌아파트상가동),
396,일반음식점,맘스터치복대점, 청주시 흥덕구 복대로 138-1  1층 (복대동),
397,일반음식점,안동곱창  곱깨비, 청주시 흥덕구 오송읍 연제길 13  1층,
398,일반음식점,조선현방, 청주시 흥덕구 대신로 18  2층 (복대동),
399,일반음식점,커피(coffee)1994, 청주시 흥덕구 서현북로 84  1층 102호 (가경동),
400,일반음식점,닭'S, 청주시 흥덕구 죽천로 127  1층 105호 (복대동  대승오피스텔),
401,일반음식점,오라호프, 청주시 흥덕구 풍년로180번길 9  지하1층 (가경동),
402,일반음식점,수정자갈치꼼장어 청주점, 청주시 흥덕구 월명로178번길 51  1층 102호 (봉명동),
403,일반음식점,123중화요리, 청주시 흥덕구 충대로 5  2층 (복대동),
404,일반음식점,인생찜닭·닭갈비, 청주시 흥덕구 오송읍 연제길 11  1층,
405,일반음식점,명가날개닭발, 청주시 흥덕구 풍년로180번길 45-2  1층 (가경동),
406,일반음식점,쇼랜드치킨, 청주시 흥덕구 증안로22번길 36  1층 103호 (복대동),
407,일반음식점,길이네옛날통닭, 청주시 흥덕구 1순환로 585  1층 (봉명동),
408,일반음식점,역전우동청주터미널점, 청주시 흥덕구 풍년로 148-1  1층 (가경동),
409,일반음식점,(주)유래푸드, 청주시 흥덕구 청주역로 371  1층 (정봉동),
410,일반음식점,종로맥가, 청주시 흥덕구 오송읍 오송생명3로 183  1층 101호,
411,일반음식점,슬로푸드, 청주시 흥덕구 1순환로523번길 14  1층 (봉명동),
412,일반음식점,임금님손짜장, 청주시 흥덕구 대신로10번길 5-8  1층 (복대동),
413,일반음식점,가마솥치킨, 청주시 흥덕구 사운로341번길 23  1층 101 102호 (신봉동  해암빌딩),
414,일반음식점,모리모리, 청주시 흥덕구 오송읍 오송생명5로 267-4  1층 102호,
415,일반음식점,황금돈부속구이, 청주시 흥덕구 예체로179번길 29  1층 (봉명동),
416,일반음식점,불품닭, 청주시 흥덕구 풍년로 86  1층 (가경동),
417,일반음식점,곱창제작소 오송점, 청주시 흥덕구 오송읍 오송생명로 220  1층,
418,일반음식점,맘스터치, 청주시 흥덕구 덕암로108번길 65  1층 2호 (봉명동),
419,일반음식점,명가김밥, 청주시 흥덕구 강서로 101  1층 102호 (강서동  쥬산휴네스트),
420,일반음식점,장스떡볶이, 청주시 흥덕구 봉정로49번길 22-2  1층 102호 (봉명동),
421,일반음식점,호반식당, 청주시 흥덕구 내곡로 37  2동 1층 (내곡동),
422,일반음식점,고향집, 청주시 흥덕구 강내면 태성탑연로 448-27  1동 1층 3호,
423,일반음식점,흑돼지가있는풍경 청주점, 청주시 흥덕구 운천로3번길 13  2층 (운천동),
424,일반음식점,와우닭강정, 청주시 흥덕구 서현북로 52  1층 102호 (가경동),
425,일반음식점,미소야 지웰시티점, 청주시 흥덕구 대농로 47  1층 103호 (복대동),
426,일반음식점,스마트뽕뽕, 청주시 흥덕구 경산로 50  1층 (가경동),
427,일반음식점,두릅돈생갈비(강서점), 청주시 흥덕구 서현중로 25  1층 우측부분 일부(101)호 (가경동),
428,일반음식점,유성닭발, 청주시 흥덕구 진재로 24  1층 (복대동),
429,일반음식점,쭈꾸미꼬꼬댁, 청주시 흥덕구 풍년로160번길 35-9  1층 (가경동),
430,일반음식점,오빠해물칼국수, 청주시 흥덕구 1순환로584번길 5  1층 (봉명동),
431,일반음식점,청주본가 굴세상 강내점, 청주시 흥덕구 강내면 가로수로 600  102호,
432,일반음식점,칭다오양꼬치, 청주시 흥덕구 대신로73번길 39  1층 102호 (복대동),
433,일반음식점,1987루프탑라운지, 청주시 흥덕구 2순환로 1060  3층 (비하동),
434,일반음식점,생쏘, 청주시 흥덕구 가로수로1164번길 41-7  1층 일부호 (강서동),
435,일반음식점,포인트, 청주시 흥덕구 봉명로 243 (봉명동),
436,일반음식점,한정순칼국수, 청주시 흥덕구 진재로55번길 31-8  1층 (복대동),
437,일반음식점,도원영양돌솥밥, 청주시 흥덕구 가로수로1164번길 26-15  1층 (강서동),
438,일반음식점,삼순이닭발, 청주시 흥덕구 예체로179번길 29  1층 일부호 (봉명동),
439,일반음식점,북촌손만두, 청주시 흥덕구 풍산로 15  2층 217호 (가경동  2C-0001일부),
440,일반음식점,스위치, 청주시 흥덕구 가로수로1312번길 25-1  1층 일부호 (복대동),
441,일반음식점,뚝배기, 청주시 흥덕구 진재로109번길 37  1층 일부호 (복대동),
442,일반음식점,청춘 직화불고기, 청주시 흥덕구 강내면 월곡길 22  1층,
443,일반음식점,육회탕탕, 청주시 흥덕구 대신로73번길 39  1층 일부(103)호 (복대동),
